species_asw,family,order,eggs,larvae,DD,viviparity,paedomorphy,rep_mode,SSE_larva,SSE_adult,SSE_Tegg,SSE_Tlarv
Plethodon_montanus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_neomexicanus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_nettingi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_ocmulgee,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_ouachitae,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_pauleyi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_petraeus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_punctatus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_richmondi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_savannah,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_sequoyah,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_serratus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_shenandoah,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_sherando,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_shermani,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_stormi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_teyahalee,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_vandykei,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_variolatus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_vehiculum,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_ventralis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_virginia,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_websteri,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_wehrlei,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_welleri,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_yonahlossee,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_ahuitzotl,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_altamontana,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_amuzga,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_anitae,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_aquatica,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_aurantia,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_brunnata,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_cochranae,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_conanti,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_exspectata,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_firscheini,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_gadovii,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_goebeli,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_juarezi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_kuautli,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_leprosa,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_lineola,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_longicauda,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_lynchi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_melanomolga,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_mixcoatl,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_mixteca,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_mystax,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_nigromaculata,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_obesa,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_orchileucos,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_orchimelas,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_papenfussi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_rex,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_robertsi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_ruficauda,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_saltator,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_smithi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_tenchalli,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_teotepec,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_tlahcuiloh,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_tlilicxitl,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_unguidentis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_werleri,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudotriton_diastictus,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Pseudotriton_montanus,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Pseudotriton_ruber,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Speleomantes_ambrosii,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_flavus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_genei,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_imperialis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_italicus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_sarrabusensis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_strinatii,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_supramontis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Stereochilus_marginatus,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Thorius_adelos,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_arboreus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_aureus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_boreas,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_dubitus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_grandis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_hankeni,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_infernalis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_insperatus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_longicaudus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_lunaris,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_macdougalli,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_magnipes,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_maxillabrochus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_minutissimus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_minydemus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_munificus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_narismagnus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_narisovalis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_omiltemi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_papaloae,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_pennatulus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_pinicola,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_pulmonaris,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_schmidti,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_smithi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_spilogaster,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_tlaxiacus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_troglodytes,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Urspelerpes_brucei,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Necturus_alabamensis,Proteidae,Caudata,A,A,N,N,O,P,1,0,0,0
Necturus_beyeri,Proteidae,Caudata,A,A,N,N,O,P,1,0,0,0
Necturus_lewisi,Proteidae,Caudata,A,A,N,N,O,P,1,0,0,0
Necturus_lodingi,Proteidae,Caudata,A,A,N,N,O,P,1,0,0,0
Necturus_louisianensis,Proteidae,Caudata,A,A,N,N,O,P,1,0,0,0
Necturus_maculosus,Proteidae,Caudata,A,A,N,N,O,P,1,0,0,0
Necturus_punctatus,Proteidae,Caudata,A,A,N,N,O,P,1,0,0,0
Proteus_anguinus,Proteidae,Caudata,A,A,N,N,O,P,1,0,0,0
Rhyacotriton_cascadae,Rhyacotritonidae,Caudata,A,A,N,N,N,A,1,1,0,0
Rhyacotriton_kezeri,Rhyacotritonidae,Caudata,A,A,N,N,N,A,1,1,0,0
Rhyacotriton_olympicus,Rhyacotritonidae,Caudata,A,A,N,N,N,A,1,1,0,0
Rhyacotriton_variegatus,Rhyacotritonidae,Caudata,A,A,N,N,N,A,1,1,0,0
Calotriton_arnoldi,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Calotriton_asper,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Chioglossa_lusitanica,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Cynops_chenggongensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Cynops_cyanurus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Cynops_ensicauda,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Cynops_fudingensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Cynops_glaucus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Cynops_orientalis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Cynops_orphicus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Cynops_pyrrhogaster,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Cynops_wolterstorffi,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Cynops_yunnanensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Echinotriton_andersoni,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Echinotriton_chinhaiensis,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Echinotriton_maxiquadratus,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Euproctus_montanus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Euproctus_platycephalus,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Ichthyosaura_alpestris,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Laotriton_laoensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Lissotriton_boscai,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Lissotriton_graecus,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Lissotriton_helveticus,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Lissotriton_italicus,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Lissotriton_kosswigi,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Lissotriton_lantzi,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Lissotriton_maltzani,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Lissotriton_montandoni,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Lissotriton_schmidtleri,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Lissotriton_vulgaris,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Lyciasalamandra_antalyana,Salamandridae,Caudata,I,N,N,LV,N,V,0,1,0,0
Lyciasalamandra_atifi,Salamandridae,Caudata,I,N,N,LV,N,V,0,1,0,0
Lyciasalamandra_billae,Salamandridae,Caudata,I,N,N,LV,N,V,0,1,0,0
Lyciasalamandra_fazilae,Salamandridae,Caudata,I,N,N,LV,N,V,0,1,0,0
Lyciasalamandra_flavimembris,Salamandridae,Caudata,I,N,N,LV,N,V,0,1,0,0
Lyciasalamandra_helverseni,Salamandridae,Caudata,I,N,N,LV,N,V,0,1,0,0
Lyciasalamandra_luschani,Salamandridae,Caudata,I,N,N,LV,N,V,0,1,0,0
Mertensiella_caucasica,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Neurergus_barani,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Neurergus_crocatus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Neurergus_derjugini,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Neurergus_kaiseri,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Neurergus_strauchii,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Notophthalmus_meridionalis,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Notophthalmus_perstriatus,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Notophthalmus_viridescens,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Ommatotriton_nesterovi,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Ommatotriton_ophryticus,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Ommatotriton_vittatus,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Pachytriton_airobranchiatus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Pachytriton_archospotus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Pachytriton_brevipes,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Pachytriton_changi,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Pachytriton_feii,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Pachytriton_granulosus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Pachytriton_inexpectatus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Pachytriton_moi,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Pachytriton_wuguanfui,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Pachytriton_xanthospilos,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_aurantius,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_caudopunctatus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_chinensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_deloustali,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_fuzhongensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_guangxiensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_hongkongensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_labiatus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_longliensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_maolanensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_qixilingensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_wulingensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_yunwuensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Paramesotriton_zhijinensis,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Pleurodeles_nebulosus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Pleurodeles_poireti,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Pleurodeles_waltl,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Salamandra_algira,Salamandridae,Caudata,I,A,N,LV,N,V,0,1,0,0
Salamandra_atra,Salamandridae,Caudata,I,N,N,MV,N,V,0,1,0,0
Salamandra_corsica,Salamandridae,Caudata,I,A,N,LV,N,V,0,1,0,0
Salamandra_infraimmaculata,Salamandridae,Caudata,I,A,N,LV,N,V,0,1,0,0
Salamandra_lanzai,Salamandridae,Caudata,I,N,N,LV,N,V,0,1,0,0
Salamandra_longirostris,Salamandridae,Caudata,I,A,N,LV,N,V,0,1,0,0
Salamandra_salamandra,Salamandridae,Caudata,I,A,N,LV,N,V,0,1,0,0
Salamandrina_perspicillata,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Salamandrina_terdigitata,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Taricha_granulosa,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Taricha_rivularis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Taricha_sierrae,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Taricha_torosa,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Triturus_anatolicus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Triturus_carnifex,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Triturus_cristatus,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Triturus_dobrogicus,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Triturus_ivanbureschi,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Triturus_karelinii,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Triturus_macedonicus,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Triturus_marmoratus,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Triturus_pygmaeus,Salamandridae,Caudata,A,A,N,N,F,A,1,1,0,0
Tylototriton_anguliceps,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_anhuiensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_asperrimus,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Tylototriton_broadoridgus,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Tylototriton_dabienicus,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Tylototriton_hainanensis,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Tylototriton_himalayanus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_kachinorum,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_kweichowensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_liuyangensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_lizhengchangi,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Tylototriton_ngarsuensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_notialis,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Tylototriton_panhai,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Tylototriton_podichthys,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Tylototriton_pseudoverrucosus,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Tylototriton_shanjing,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_shanorum,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Tylototriton_taliangensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_uyenoi,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Tylototriton_verrucosus,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_vietnamensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_wenxianensis,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_yangi,Salamandridae,Caudata,A,A,N,N,N,A,1,1,0,0
Tylototriton_ziegleri,Salamandridae,Caudata,T,A,N,N,N,S,1,1,1,1
Pseudobranchus_axanthus,Sirenidae,Caudata,A,A,N,N,O,P,1,0,0,0
Pseudobranchus_striatus,Sirenidae,Caudata,A,A,N,N,O,P,1,0,0,0
Siren_intermedia,Sirenidae,Caudata,A,A,N,N,O,P,1,0,0,0
Siren_lacertina,Sirenidae,Caudata,A,A,N,N,O,P,1,0,0,0
Siren_reticulata,Sirenidae,Caudata,A,A,N,N,O,P,1,0,0,0
